"DateKey","FullDateAlternateKey","DayNumberOfWeek","EnglishDayNameOfWeek","SpanishDayNameOfWeek","FrenchDayNameOfWeek","DayNumberOfMonth","DayNumberOfYear","WeekNumberOfYear","EnglishMonthName","SpanishMonthName","FrenchMonthName","MonthNumberOfYear","CalendarQuarter","CalendarYear","CalendarSemester","FiscalQuarter","FiscalYear","FiscalSemester"
"20190326","26/03/2019 00:00:00","3","Tuesday","Martes","Mardi","26","85","13","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190327","27/03/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","27","86","13","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190328","28/03/2019 00:00:00","5","Thursday","Jueves","Jeudi","28","87","13","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190329","29/03/2019 00:00:00","6","Friday","Viernes","Vendredi","29","88","13","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190330","30/03/2019 00:00:00","7","Saturday","Sábado","Samedi","30","89","13","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190331","31/03/2019 00:00:00","1","Sunday","Domingo","Dimanche","31","90","14","March","Marzo","Mars","3","1","2019","1","3","2019","2"
"20190401","01/04/2019 00:00:00","2","Monday","Lunes","Lundi","1","91","14","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190402","02/04/2019 00:00:00","3","Tuesday","Martes","Mardi","2","92","14","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190403","03/04/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","3","93","14","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190404","04/04/2019 00:00:00","5","Thursday","Jueves","Jeudi","4","94","14","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190405","05/04/2019 00:00:00","6","Friday","Viernes","Vendredi","5","95","14","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190406","06/04/2019 00:00:00","7","Saturday","Sábado","Samedi","6","96","14","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190407","07/04/2019 00:00:00","1","Sunday","Domingo","Dimanche","7","97","15","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190408","08/04/2019 00:00:00","2","Monday","Lunes","Lundi","8","98","15","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190409","09/04/2019 00:00:00","3","Tuesday","Martes","Mardi","9","99","15","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190410","10/04/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","10","100","15","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190411","11/04/2019 00:00:00","5","Thursday","Jueves","Jeudi","11","101","15","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190412","12/04/2019 00:00:00","6","Friday","Viernes","Vendredi","12","102","15","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190413","13/04/2019 00:00:00","7","Saturday","Sábado","Samedi","13","103","15","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190414","14/04/2019 00:00:00","1","Sunday","Domingo","Dimanche","14","104","16","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190415","15/04/2019 00:00:00","2","Monday","Lunes","Lundi","15","105","16","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190416","16/04/2019 00:00:00","3","Tuesday","Martes","Mardi","16","106","16","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190417","17/04/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","17","107","16","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190418","18/04/2019 00:00:00","5","Thursday","Jueves","Jeudi","18","108","16","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190419","19/04/2019 00:00:00","6","Friday","Viernes","Vendredi","19","109","16","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190420","20/04/2019 00:00:00","7","Saturday","Sábado","Samedi","20","110","16","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190421","21/04/2019 00:00:00","1","Sunday","Domingo","Dimanche","21","111","17","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190422","22/04/2019 00:00:00","2","Monday","Lunes","Lundi","22","112","17","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190423","23/04/2019 00:00:00","3","Tuesday","Martes","Mardi","23","113","17","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190424","24/04/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","24","114","17","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190425","25/04/2019 00:00:00","5","Thursday","Jueves","Jeudi","25","115","17","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190426","26/04/2019 00:00:00","6","Friday","Viernes","Vendredi","26","116","17","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190427","27/04/2019 00:00:00","7","Saturday","Sábado","Samedi","27","117","17","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190428","28/04/2019 00:00:00","1","Sunday","Domingo","Dimanche","28","118","18","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190429","29/04/2019 00:00:00","2","Monday","Lunes","Lundi","29","119","18","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190430","30/04/2019 00:00:00","3","Tuesday","Martes","Mardi","30","120","18","April","Abril","Avril","4","2","2019","1","4","2019","2"
"20190501","01/05/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","1","121","18","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190502","02/05/2019 00:00:00","5","Thursday","Jueves","Jeudi","2","122","18","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190503","03/05/2019 00:00:00","6","Friday","Viernes","Vendredi","3","123","18","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190504","04/05/2019 00:00:00","7","Saturday","Sábado","Samedi","4","124","18","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190505","05/05/2019 00:00:00","1","Sunday","Domingo","Dimanche","5","125","19","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190506","06/05/2019 00:00:00","2","Monday","Lunes","Lundi","6","126","19","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190507","07/05/2019 00:00:00","3","Tuesday","Martes","Mardi","7","127","19","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190508","08/05/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","8","128","19","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190509","09/05/2019 00:00:00","5","Thursday","Jueves","Jeudi","9","129","19","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190510","10/05/2019 00:00:00","6","Friday","Viernes","Vendredi","10","130","19","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190511","11/05/2019 00:00:00","7","Saturday","Sábado","Samedi","11","131","19","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190512","12/05/2019 00:00:00","1","Sunday","Domingo","Dimanche","12","132","20","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190513","13/05/2019 00:00:00","2","Monday","Lunes","Lundi","13","133","20","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190514","14/05/2019 00:00:00","3","Tuesday","Martes","Mardi","14","134","20","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190515","15/05/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","15","135","20","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190516","16/05/2019 00:00:00","5","Thursday","Jueves","Jeudi","16","136","20","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190517","17/05/2019 00:00:00","6","Friday","Viernes","Vendredi","17","137","20","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190518","18/05/2019 00:00:00","7","Saturday","Sábado","Samedi","18","138","20","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190519","19/05/2019 00:00:00","1","Sunday","Domingo","Dimanche","19","139","21","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190520","20/05/2019 00:00:00","2","Monday","Lunes","Lundi","20","140","21","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190521","21/05/2019 00:00:00","3","Tuesday","Martes","Mardi","21","141","21","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190522","22/05/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","22","142","21","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190523","23/05/2019 00:00:00","5","Thursday","Jueves","Jeudi","23","143","21","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190524","24/05/2019 00:00:00","6","Friday","Viernes","Vendredi","24","144","21","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190525","25/05/2019 00:00:00","7","Saturday","Sábado","Samedi","25","145","21","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190526","26/05/2019 00:00:00","1","Sunday","Domingo","Dimanche","26","146","22","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190527","27/05/2019 00:00:00","2","Monday","Lunes","Lundi","27","147","22","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190528","28/05/2019 00:00:00","3","Tuesday","Martes","Mardi","28","148","22","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190529","29/05/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","29","149","22","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190530","30/05/2019 00:00:00","5","Thursday","Jueves","Jeudi","30","150","22","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190531","31/05/2019 00:00:00","6","Friday","Viernes","Vendredi","31","151","22","May","Mayo","Mai","5","2","2019","1","4","2019","2"
"20190601","01/06/2019 00:00:00","7","Saturday","Sábado","Samedi","1","152","22","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190602","02/06/2019 00:00:00","1","Sunday","Domingo","Dimanche","2","153","23","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190603","03/06/2019 00:00:00","2","Monday","Lunes","Lundi","3","154","23","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190604","04/06/2019 00:00:00","3","Tuesday","Martes","Mardi","4","155","23","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190605","05/06/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","5","156","23","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190606","06/06/2019 00:00:00","5","Thursday","Jueves","Jeudi","6","157","23","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190607","07/06/2019 00:00:00","6","Friday","Viernes","Vendredi","7","158","23","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190608","08/06/2019 00:00:00","7","Saturday","Sábado","Samedi","8","159","23","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190609","09/06/2019 00:00:00","1","Sunday","Domingo","Dimanche","9","160","24","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190610","10/06/2019 00:00:00","2","Monday","Lunes","Lundi","10","161","24","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190611","11/06/2019 00:00:00","3","Tuesday","Martes","Mardi","11","162","24","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190612","12/06/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","12","163","24","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190613","13/06/2019 00:00:00","5","Thursday","Jueves","Jeudi","13","164","24","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190614","14/06/2019 00:00:00","6","Friday","Viernes","Vendredi","14","165","24","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190615","15/06/2019 00:00:00","7","Saturday","Sábado","Samedi","15","166","24","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190616","16/06/2019 00:00:00","1","Sunday","Domingo","Dimanche","16","167","25","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190617","17/06/2019 00:00:00","2","Monday","Lunes","Lundi","17","168","25","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190618","18/06/2019 00:00:00","3","Tuesday","Martes","Mardi","18","169","25","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190619","19/06/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","19","170","25","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190620","20/06/2019 00:00:00","5","Thursday","Jueves","Jeudi","20","171","25","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190621","21/06/2019 00:00:00","6","Friday","Viernes","Vendredi","21","172","25","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190622","22/06/2019 00:00:00","7","Saturday","Sábado","Samedi","22","173","25","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190623","23/06/2019 00:00:00","1","Sunday","Domingo","Dimanche","23","174","26","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190624","24/06/2019 00:00:00","2","Monday","Lunes","Lundi","24","175","26","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190625","25/06/2019 00:00:00","3","Tuesday","Martes","Mardi","25","176","26","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190626","26/06/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","26","177","26","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190627","27/06/2019 00:00:00","5","Thursday","Jueves","Jeudi","27","178","26","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190628","28/06/2019 00:00:00","6","Friday","Viernes","Vendredi","28","179","26","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190629","29/06/2019 00:00:00","7","Saturday","Sábado","Samedi","29","180","26","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190630","30/06/2019 00:00:00","1","Sunday","Domingo","Dimanche","30","181","27","June","Junio","Juin","6","2","2019","1","4","2019","2"
"20190701","01/07/2019 00:00:00","2","Monday","Lunes","Lundi","1","182","27","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190702","02/07/2019 00:00:00","3","Tuesday","Martes","Mardi","2","183","27","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190703","03/07/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","3","184","27","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190704","04/07/2019 00:00:00","5","Thursday","Jueves","Jeudi","4","185","27","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190705","05/07/2019 00:00:00","6","Friday","Viernes","Vendredi","5","186","27","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190706","06/07/2019 00:00:00","7","Saturday","Sábado","Samedi","6","187","27","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190707","07/07/2019 00:00:00","1","Sunday","Domingo","Dimanche","7","188","28","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190708","08/07/2019 00:00:00","2","Monday","Lunes","Lundi","8","189","28","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190709","09/07/2019 00:00:00","3","Tuesday","Martes","Mardi","9","190","28","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190710","10/07/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","10","191","28","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190711","11/07/2019 00:00:00","5","Thursday","Jueves","Jeudi","11","192","28","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190712","12/07/2019 00:00:00","6","Friday","Viernes","Vendredi","12","193","28","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190713","13/07/2019 00:00:00","7","Saturday","Sábado","Samedi","13","194","28","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190714","14/07/2019 00:00:00","1","Sunday","Domingo","Dimanche","14","195","29","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190715","15/07/2019 00:00:00","2","Monday","Lunes","Lundi","15","196","29","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190716","16/07/2019 00:00:00","3","Tuesday","Martes","Mardi","16","197","29","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190717","17/07/2019 00:00:00","4","Wednesday","Miércoles","Mercredi","17","198","29","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190718","18/07/2019 00:00:00","5","Thursday","Jueves","Jeudi","18","199","29","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190719","19/07/2019 00:00:00","6","Friday","Viernes","Vendredi","19","200","29","July","Julio","Juillet","7","3","2019","2","1","2020","1"
"20190720","20/07/2019 00:00:00","7","Saturday","Sábado","Samedi","20","201","29","July","Julio","Juillet","7","3","2019","2","1","2020","1"
